experiment_id,phase,subject,box_size,surface,one_handed_carry,time_reference,window_index_in_phase,window_start_s,window_end_s,L_AX_mean,L_AX_std,L_AY_mean,L_AY_std,L_AZ_mean,L_AZ_std,L_GX_mean,L_GX_std,L_GY_mean,L_GY_std,L_GZ_mean,L_GZ_std,L_acc_mag_mean,L_acc_mag_std,L_acc_mag_min,L_acc_mag_max,L_acc_mag_range,L_acc_mag_energy,L_gyro_mag_mean,L_gyro_mag_std,L_gyro_mag_min,L_gyro_mag_max,L_gyro_mag_range,L_gyro_mag_energy,L_acc_jerk_mag_mean,L_acc_jerk_mag_std,L_acc_jerk_mag_min,L_acc_jerk_mag_max,L_acc_jerk_mag_range,L_acc_jerk_mag_energy,L_gyro_jerk_mag_mean,L_gyro_jerk_mag_std,L_gyro_jerk_mag_min,L_gyro_jerk_mag_max,L_gyro_jerk_mag_range,L_gyro_jerk_mag_energy,L_n_samples,R_AX_mean,R_AX_std,R_AY_mean,R_AY_std,R_AZ_mean,R_AZ_std,R_GX_mean,R_GX_std,R_GY_mean,R_GY_std,R_GZ_mean,R_GZ_std,R_acc_mag_mean,R_acc_mag_std,R_acc_mag_min,R_acc_mag_max,R_acc_mag_range,R_acc_mag_energy,R_gyro_mag_mean,R_gyro_mag_std,R_gyro_mag_min,R_gyro_mag_max,R_gyro_mag_range,R_gyro_mag_energy,R_acc_jerk_mag_mean,R_acc_jerk_mag_std,R_acc_jerk_mag_min,R_acc_jerk_mag_max,R_acc_jerk_mag_range,R_acc_jerk_mag_energy,R_gyro_jerk_mag_mean,R_gyro_jerk_mag_std,R_gyro_jerk_mag_min,R_gyro_jerk_mag_max,R_gyro_jerk_mag_range,R_gyro_jerk_mag_energy,R_n_samples,acc_mag_mean_absdiff,acc_mag_mean_ratio_L_over_R,acc_mag_std_absdiff,acc_mag_std_ratio_L_over_R,acc_mag_range_absdiff,acc_mag_range_ratio_L_over_R,acc_mag_energy_absdiff,acc_mag_energy_ratio_L_over_R,gyro_mag_mean_absdiff,gyro_mag_mean_ratio_L_over_R,gyro_mag_std_absdiff,gyro_mag_std_ratio_L_over_R,gyro_mag_range_absdiff,gyro_mag_range_ratio_L_over_R,gyro_mag_energy_absdiff,gyro_mag_energy_ratio_L_over_R,acc_jerk_mag_mean_absdiff,acc_jerk_mag_mean_ratio_L_over_R,acc_jerk_mag_std_absdiff,acc_jerk_mag_std_ratio_L_over_R,acc_jerk_mag_range_absdiff,acc_jerk_mag_range_ratio_L_over_R,acc_jerk_mag_energy_absdiff,acc_jerk_mag_energy_ratio_L_over_R,gyro_jerk_mag_mean_absdiff,gyro_jerk_mag_mean_ratio_L_over_R,gyro_jerk_mag_std_absdiff,gyro_jerk_mag_std_ratio_L_over_R,gyro_jerk_mag_range_absdiff,gyro_jerk_mag_range_ratio_L_over_R,gyro_jerk_mag_energy_absdiff,gyro_jerk_mag_energy_ratio_L_over_R,AX_std_absdiff,AX_std_ratio_L_over_R,AY_std_absdiff,AY_std_ratio_L_over_R,AZ_std_absdiff,AZ_std_ratio_L_over_R,GX_std_absdiff,GX_std_ratio_L_over_R,GY_std_absdiff,GY_std_ratio_L_over_R,GZ_std_absdiff,GZ_std_ratio_L_over_R
1,Aufheben,David,big,table,False,time_s,1,0.01,1.01,0.4297619047619048,0.15862486587090424,-0.7838095238095235,0.2737695623012726,0.3154761904761905,0.19298658207678068,48.1975,36.87991752118011,-12.78988095238095,30.597154960102003,-24.587142857142847,46.18851595496925,1.0067529330564526,0.14960569880711191,0.7978095010715278,1.4250964879614292,0.6272869868899014,1.0359333333333334,72.77087260429872,47.17203588416074,17.730575286775103,191.55210701007704,173.82153172330194,7520.800869047618,0.05106740404251302,0.031629947481651925,0.0,0.1506651917331937,0.1506651917331937,0.0036083333333333345,8.868799237809052,6.1556680294636905,0.0,25.43898975981554,25.43898975981554,116.54784880952381,84,-0.2388095238095239,0.07752733407221396,-0.7920238095238094,0.2405142296646953,0.5441666666666668,0.1454402866613202,36.02321428571431,42.014389093010074,5.229999999999998,23.726501809058117,1.7563095238095248,12.635467257246836,1.0223377151350845,0.14242584042896975,0.8090735442467515,1.4041011359585178,0.5950275917117663,1.065459523809524,46.872865615981354,40.234994362210436,4.317337142267211,132.40203397229212,128.0846968300249,3815.920302380954,0.04068824832476551,0.026307517858613426,0.0,0.1414213562373094,0.1414213562373094,0.0023476190476190476,5.67461267704751,4.350354201645818,0.0,18.634658569450636,18.634658569450636,51.126810714285725,84,0.015584782078631898,0.9847557388985415,0.007179858378142168,1.050411198600662,0.03225939517813503,1.054214955026063,0.02952619047619054,0.9722878337574868,25.898006988317363,1.5525159737179564,6.937041521950306,1.1724131351511586,45.736834893277035,1.3570827430900285,3704.880566666664,1.9709009290243884,0.010379155717747508,1.2550897345054874,0.005322429623038499,1.2023158721901237,0.009243835495884312,1.0653637800998677,0.0012607142857142869,1.5370176008647143,3.1941865607615414,1.5628906748329086,1.8053138278178729,1.414980882641673,6.8043311903649055,1.3651438615652811,65.42103809523809,2.279583787429141,0.08109753179869028,2.046050799026573,0.03325533263657729,1.1382676257644775,0.04754629541546049,1.3269128188619872,5.1344715718299625,0.8777925448031333,6.870653151043886,1.289577165864851,33.55304869772241,3.6554656041566824
1,Aufheben,David,big,table,False,time_s,2,0.51,1.51,0.4321951219512195,0.15391654683898925,-0.6619512195121952,0.14770966103111682,0.541951219512195,0.1201466484453858,23.333292682926825,41.10015693563529,3.7325609756097595,29.568372803904378,0.6445121951219538,38.480315086447646,0.9828959681367161,0.1119926117602386,0.7978095010715278,1.3578291497828436,0.5600196487113158,0.9786268292682927,59.74518612116196,32.14885549654854,18.435417000979392,149.44089299786722,131.00547599688784,4603.03617439024,0.07831885381095395,0.07454945038276653,0.014142135623730925,0.4016217125604641,0.3874795769367332,0.011691463414634147,12.822468137003531,9.33333887384712,2.753724750224683,60.45577970715455,57.702054956929864,251.52690365853653,82,-0.1785365853658537,0.10292220542151281,-0.6912195121951222,0.13325557915288874,0.6764634146341463,0.04354341683097322,16.242682926829264,38.38635847787788,-4.103048780487803,17.028237286788713,-3.9220731707317062,12.645728261469907,0.9942232300801405,0.09501949986385616,0.8090735442467515,1.2698425099200294,0.46076896567327796,0.9975085365853658,37.77957443929798,28.14487514004918,4.04594859087458,105.87637177387599,101.83042318300141,2219.4302414634144,0.046099265808309614,0.02660421998862421,0.010000000000000009,0.14491376746189447,0.13491376746189446,0.0028329268292682933,6.934411264876422,4.358328463404386,1.932718292974947,24.228357352490903,22.295639059515956,67.08108658536587,82,0.011327261943424372,0.9886069218769731,0.01697311189638244,1.1786276579236246,0.09925068303803786,1.2154022714563901,0.01888170731707306,0.9810711311175548,21.965611681863976,1.5814150107904374,4.003980356499362,1.142263212589619,29.175052813886424,1.286506251281789,2383.605932926826,2.073971998936577,0.03221958800264434,1.6989175584206169,0.04794523039414232,2.802166258303274,0.25256580947483875,2.8720536187985464,0.008858536585365853,4.126989503172021,5.888056872127109,1.8491069602551087,4.975010410442734,2.141495059418984,35.40641589741391,2.588042208627078,184.44581707317064,3.7495949522925436,0.05099434141747644,1.4954648971343623,0.014454081878228081,1.1084688600780876,0.07660323161441258,2.759237892435796,2.713798457757413,1.0706969497575731,12.540135517115665,1.7364318046653275,25.83458682497774,3.042949705051771
1,Aufheben,David,big,table,False,time_s,3,1.01,2.01,0.41962962962962963,0.1900905855823042,-0.8164197530864197,0.10590362077741343,0.5804938271604938,0.09075678030743814,-0.7001234567901209,22.78842810595575,-30.747530864197532,46.388712721711116,-12.81679012345679,36.38388833587517,1.105481929700498,0.11445447375464776,0.9246080250571049,1.416368596093545,0.4917605710364401,1.23519012345679,63.83947159836341,32.089020804088314,18.435417000979392,138.85491600948092,120.41949900850153,5105.183390123457,0.12650156222506204,0.08988234663214044,0.014142135623730963,0.4016217125604641,0.3874795769367331,0.024081481481481478,17.50326025747852,12.743131003265262,4.097340600926411,60.45577970715455,56.35843910622814,468.7515074074073,81,-0.1629629629629629,0.16962882095877113,-0.8307407407407412,0.10624660084936317,0.73320987654321,0.10679190749954871,13.136666666666667,28.02426457444105,18.374567901234563,45.79113529633077,2.9888888888888894,23.0621587866625,1.1363842331282588,0.11992285846096666,0.9087353850269065,1.5828139499006193,0.6740785648737128,1.3057506172839506,47.59015249068808,40.84554129813616,2.178852909216223,174.64277826466227,172.46392535544604,3933.180858024692,0.11372031189192229,0.10714493148169099,0.010000000000000009,0.5495452665613634,0.5395452665613634,0.02441234567901234,14.41737272310479,14.800494721798584,2.4201239637671472,99.85673036906425,97.4366064052971,426.91528024691337,81,0.03090230342776068,0.9728064650144794,0.005468384706318899,0.95440080622745,0.18231799383727265,0.7295300517366851,0.07056049382716068,0.9459617373799194,16.249319107675333,1.3414428879906066,8.756520494047848,0.7856186938271024,52.044426346944505,0.6982300719389298,1172.0025320987647,1.2979782965500513,0.012781250333139746,1.112391964180461,0.017262584849550552,0.8388856528282344,0.15206568962463024,0.718159532170606,0.00033086419753086335,0.9864468089904969,3.085887534373729,1.2140395197118232,2.0573637185333222,0.8609935844668642,41.07816729906896,0.5784113505679918,41.836227160493934,1.0979965559799107,0.02046176462353308,1.120626691780636,0.00034298007194974445,0.9967718396072938,0.016035127192110574,0.8498469742005,5.235836468485303,0.8131677477069744,0.5975774253803436,1.0130500678897818,13.32172954921267,1.577644515887184
1,Aufheben,David,big,table,False,time_s,4,1.51,2.51,0.594074074074074,0.16704976546724382,-0.6541975308641973,0.21713547115432236,0.49814814814814806,0.12287815013468127,17.971975308641976,15.01172080509941,-34.83802469135803,36.403256211015275,-25.99358024691356,33.34735395165401,1.0474849518294755,0.14824892858501273,0.7577598564189053,1.416368596093545,0.6586087396746397,1.1192024691358027,63.963492709898766,27.993079772785627,26.408349058583727,138.12543755586805,111.71708849728432,4874.940914814816,0.1072867254935127,0.07452352691428278,0.009999999999999898,0.3269556544854363,0.3169556544854364,0.01706419753086419,12.89866802095347,11.772606268238157,1.2205736356320327,50.1163097204892,48.89573608485716,304.9698950617282,81,-0.2646341463414634,0.16728240414480658,-0.6102439024390246,0.26910409451052936,0.7918292682926826,0.13877625481134948,27.93134146341464,23.79283817035025,21.616585365853656,43.65810896711143,11.27682926829268,25.467883451661937,1.075954162220443,0.17721271996551957,0.6743886120034946,1.5828139499006193,0.9084253378971247,1.189081707317073,54.92504475946204,38.452381585988974,2.178852909216223,174.64277826466227,172.46392535544604,4495.3461914634145,0.14366015092796605,0.11140261003746225,0.019999999999999907,0.5495452665613634,0.5295452665613635,0.03304878048780488,15.220228123132811,14.414938762906123,0.814739222082747,99.85673036906425,99.0419911469815,439.44580365853665,82,0.028469210390967392,0.973540497946719,0.028963791380506837,0.8365591802738453,0.24981659822248492,0.7250004061690142,0.06987923818127029,0.9412326010126153,9.038447950436726,1.1645596829070421,10.459301813203346,0.7279933938411131,60.746836858161714,0.6477707628791877,379.5947233514016,1.0844417108678217,0.03637342543445335,0.7468092164298163,0.036879083123179474,0.668956734678527,0.21258961207592708,0.59854307818681,0.01598458295694069,0.5163336366020315,2.3215601021793404,0.8474687708853501,2.6423324946679667,0.8166948511578724,50.14625506212434,0.4936869252941475,134.47590859680844,0.693987500897848,0.00023263867756276313,0.9986092997804439,0.051968623356207,0.8068828188674906,0.015898104676668204,0.8854407363585319,8.781117365250841,0.6309344306462573,7.254852756096156,0.8338257673415216,7.87947049999207,1.3093885094000026
1,Laufen,David,big,table,False,time_s,1,2.839,3.839,0.7236585365853657,0.1489271568146079,-0.4939024390243902,0.08070959832847542,0.4929268292682926,0.116362425886706,95.79780487804877,16.969899249768496,-80.78060975609756,16.90811728478373,51.71792682926828,10.75375847374857,1.0245115687631972,0.05663702664728729,0.9002777349240622,1.2120643547270913,0.31178661980302913,1.0528317073170732,135.90150774299855,24.449043185611714,75.51290287096637,167.41799365659594,91.90509078562957,19066.975519512194,0.035615450584196164,0.018275084242621864,0.009999999999999953,0.10049875621120888,0.09049875621120892,0.0016024390243902442,3.221309989363847,1.4961307009669718,0.5692099788303119,7.644749832401316,7.075539853571004,12.615245121951217,82,-0.5675609756097563,0.13491244654661974,-0.37109756097560975,0.048989946643162814,0.8300000000000001,0.0689998232588758,-32.415731707317086,8.195737891523594,-43.897560975609764,14.959251445418573,103.97036585365854,19.790455783282344,1.0804791922744847,0.0816451748364354,0.8499411744350313,1.225969004502153,0.3760278300671217,1.174101219512195,117.96211859313105,23.561887403085713,63.81173716488214,144.3475032690209,80.53576610413876,14470.223960975614,0.046180161891185206,0.023510816688547004,0.009999999999999898,0.12529964086141668,0.11529964086141678,0.0026853658536585365,3.7555762248453193,1.9511393544163336,0.528961246217529,10.828739538838308,10.299778292620779,17.911297560975616,82,0.05596762351128759,0.9482011084899534,0.0250081481891481,0.6936971605126014,0.06424121026409257,0.8291583602155623,0.12126951219512172,0.8967128974261532,17.939389149867495,1.152077542881296,0.8871557825260012,1.0376521526612577,11.36932468149081,1.141171124710582,4596.75155853658,1.31766968990474,0.010564711306989043,0.7712283446924433,0.0052357324459251404,0.7773053444893301,0.024800884650207855,0.7849005838195315,0.0010829268292682924,0.5967300230160678,0.5342662354814722,0.8577405425019119,0.4550086534493618,0.7667984845950317,3.224238439049775,0.6869604035994907,5.296052439024399,0.7043177680623467,0.014014710267988145,1.1038800312561619,0.03171965168531261,1.647472639006576,0.04736260262783021,1.686416264628931,8.774161358244902,2.0705761302162875,1.9488658393651583,1.130278299375183,9.036697309533773,0.5433810413951783
1,Laufen,David,big,table,False,time_s,2,3.339,4.339,0.87,0.09432688363138983,-0.40975609756097553,0.06618480427166261,0.4426829268292684,0.10276718633180351,91.03914634146342,15.099884929396755,-68.88414634146342,17.13918146658229,54.971951219512185,14.128594982967783,1.0655190177445206,0.09631479584115292,0.9002777349240622,1.3720422734012245,0.4717645384771624,1.1446073170731712,127.36401460320252,23.5552595236903,75.23893938646397,164.68113370996693,89.44219432350296,16776.442467073175,0.04051433749524979,0.023660261399995566,0.0,0.12124355652982147,0.12124355652982147,0.0022012195121951226,3.1526115598805937,1.644763712385586,0.5692099788303119,9.414255148443766,8.845045169613455,12.644207317073171,82,-0.4553086419753087,0.10152037343121116,-0.40086419753086416,0.04286635939248771,0.8804938271604937,0.08743111905483078,-34.030617283950605,13.375584569727167,-30.58222222222223,18.737678947662623,97.33333333333333,21.043373960805834,1.074567820679544,0.09143059835509465,0.8499411744350313,1.2997307413460684,0.4497895669110371,1.1630555555555555,108.96827039297229,25.804641379020964,49.34174905695987,144.3475032690209,95.00575421206103,12539.9634691358,0.05083662838963055,0.02858096887573693,0.009999999999999898,0.14352700094407325,0.13352700094407335,0.003401234567901233,4.532484635182523,2.7520289385738548,0.7108445681019154,12.843617091769753,12.132772523667837,28.117080246913588,81,0.009048802935023303,0.9915791225528416,0.00488419748605827,1.0534197141931578,0.021974971566125268,1.048856114356284,0.018448238482384305,0.9841381270409646,18.395744210230234,1.1688174377983687,2.2493818553306646,0.9128303384184122,5.563559888558075,0.9414397587215488,4236.4789979373745,1.337838224837189,0.010322290894380762,0.7969516858549583,0.004920707475741363,0.827832697870807,0.012283444414251887,0.9080077794347791,0.0012000150557061103,0.647182316029174,1.379873075301929,0.6955592380200267,1.1072652261882687,0.597654947858315,3.2877273540543825,0.7290209349619046,15.472872929840417,0.44969844683682714,0.0071934897998213315,0.9291423929420636,0.0233184448791749,1.5439800268945025,0.015336067276972731,1.1754074094825162,1.7243003596695878,1.128914018639848,1.598497481080333,0.9146907423027213,6.914778977838051,0.6714035025282296
1,Laufen,David,big,table,False,time_s,3,3.839,4.839,0.8047692307692309,0.14460671005079948,-0.36030769230769233,0.10981059540820878,0.5043076923076923,0.09457547626133941,68.50476923076927,20.889781315472984,-51.282615384615376,8.926208304662447,36.711076923076924,24.332262983889514,1.0281315831433762,0.12907684671729194,0.804114419718985,1.3720422734012245,0.5679278536822395,1.073715384615385,94.91681884925497,27.738599396162645,48.76130022876749,140.99929574292207,92.23799551415459,9778.632396923083,0.04136247301386363,0.02293619199214382,0.0,0.12124355652982147,0.12124355652982147,0.0022369230769230778,3.5300515177506613,1.8166404255857596,0.5356304696336811,9.414255148443766,8.878624678810086,15.761446153846157,65,-0.450740740740741,0.06472692453643329,-0.3864197530864196,0.09029866277362288,0.8992592592592588,0.10258122680724024,-19.79370370370369,17.65300488144461,-14.008024691358026,7.961362936197512,52.273950617283965,33.15168627552966,1.081755302378223,0.11758594061758268,0.873212459828649,1.3285706605220515,0.4553582006934025,1.1840209876543217,61.172939164827355,32.44224211110555,9.416809438445698,118.75218145364741,109.33537201520171,4794.627559259261,0.04809698593577683,0.027581769667078305,0.0,0.14352700094407325,0.14352700094407325,0.0030740740740740746,4.47901083134497,2.6495704748297406,0.6833739825307948,12.843617091769753,12.160243109238959,27.081761728395055,81,0.05362371923484677,0.9504289740319415,0.011490906099709264,1.097723460318755,0.11256965298883703,1.2472112099226695,0.11030560303893666,0.9068381345466666,33.74387968442761,1.5516144907138572,4.703642714942905,0.8550148692038835,17.097376501047123,0.8436244722383752,4984.004837663822,2.0394978079239543,0.0067345129219132036,0.8599805445005173,0.004645577674934485,0.8315706873569411,0.022283444414251785,0.844743880158977,0.0008371509971509968,0.7276735352980438,0.9489593135943091,0.7881319447272949,0.8329300492439811,0.6856358199027938,3.281618430428873,0.7301354585036428,11.320315574548898,0.581994861018897,0.07987978551436618,2.2341044140804076,0.019511932634585907,1.2160821746321957,0.00800575054590083,0.9219569533624185,3.236776434028375,1.183355550773526,0.9648453684649354,1.1211909788658085,8.819423291640149,0.73396758104326
1,Laufen,David,big,table,False,time_s,4,4.339,5.339,0.6866666666666666,0.06315765107165473,-0.3038095238095238,0.10582898110928965,0.5223809523809525,0.053041292261852536,27.43619047619047,29.024635345101235,-26.66357142857142,22.18941133379018,2.9235714285714285,12.792293964099853,0.9217224915689741,0.07157434338588348,0.804114419718985,1.0617909398747005,0.2576765201557155,0.8546952380952382,46.59302792144009,28.280202002503103,10.56622449127407,83.13772068080769,72.57149618953362,2970.6800761904765,0.04703397269557646,0.046184883974195116,0.009999999999999898,0.32062439083762795,0.31062439083762805,0.004345238095238096,4.881028777678672,8.651114900627181,0.5220153254455274,59.348977244768086,58.82696191932256,98.66623095238096,42,-0.40024390243902447,0.08948328103490043,-0.35463414634146334,0.14848992017979865,0.8914634146341465,0.10946791434601788,3.319024390243902,15.330489675229948,5.5086585365853615,20.805014918558733,5.263902439024399,28.17663769153868,1.0516312360357336,0.12953401278091548,0.8487638069569178,1.3285706605220515,0.47980685356513375,1.1227073170731707,36.33958197680943,14.501729671251782,9.416809438445698,60.23837066189623,50.82156122345053,1530.8653817073173,0.046372127407611735,0.021827850741310034,0.0,0.14352700094407325,0.14352700094407325,0.0026268292682926843,3.7802109633059096,1.9570495338084444,0.6833739825307948,10.244442395757806,9.561068413227012,18.120037804878045,82,0.12990874446675948,0.8764692975144619,0.057959669395032,0.5525525018234916,0.22213033340941823,0.5370421820864919,0.26801207897793256,0.761280544213514,10.253445944630663,1.2821564086755834,13.77847233125132,1.950126132651309,21.74993496608309,1.4279666826649764,1439.8146944831592,1.940523387415977,0.0006618452879647227,1.0142724587094019,0.024357033232885083,2.115869418646842,0.1670973898935548,2.1642226663291275,0.0017184088269454113,1.654175432530818,1.1008178143727627,1.2912053913834636,6.694065366818737,4.420488468358544,49.265893506095544,6.1527602743420555,80.54619314750292,5.445144872731675,0.026325629963245695,0.7058039181779439,0.042660939070508996,0.7127014430908539,0.056426622084165344,0.4845373376682469,13.694145669871286,1.8932621173936912,1.3843964152314463,1.0665414766384032,15.384343727438827,0.4540035650700551
1,Laufen,David,big,table,False,time_s,5,4.839,5.839,0.7283050847457627,0.09355778677197737,-0.3591525423728813,0.1616890522335399,0.576271186440678,0.08867954697186228,17.622372881355933,17.48063988075438,-20.378983050847456,15.486431206323404,-4.07271186440678,9.06997838476083,1.0039304385279075,0.16245452042751135,0.8173126696681019,1.4280756282494285,0.6107629585813266,1.0342677966101697,33.310672914257374,16.14013191194402,10.56622449127407,64.13027678094022,53.56405228966615,1370.1047881355935,0.05318143194101944,0.04601627982102775,0.009999999999999898,0.32062439083762795,0.31062439083762805,0.004945762711864409,5.520332478758742,7.472042275351456,0.5220153254455274,59.348977244768086,58.82696191932256,86.30548644067797,59,-0.34357142857142864,0.07217114014194147,-0.33476190476190476,0.17820852012176897,0.918095238095238,0.08963518907316148,16.21880952380952,7.529199098108438,25.163809523809523,8.340324292079545,-15.839285714285717,10.356713119163485,1.050769736131167,0.11785628743508163,0.8487638069569178,1.3077079184588585,0.4589441115019407,1.1180071428571428,36.30280883433899,7.922593627408739,22.624840330928304,52.70029980939387,30.075459478465564,1380.6614190476187,0.04486333841454504,0.020624647982383768,0.014142135623730925,0.14352700094407325,0.12938486532034232,0.002438095238095239,3.65548761421769,1.9103535742085893,1.261189914326943,10.244442395757806,8.983252481430863,17.012040476190478,42,0.046839297603259444,0.9554238222247045,0.04459823299242972,1.378411984499203,0.15181884707938587,1.330800291241875,0.0837393462469731,0.9250994524435049,2.9921359200816156,0.9175783908442667,8.217538284535282,2.0372282952982634,23.488592811200586,1.7809886604139082,10.556630912025184,0.9923539321318188,0.008318093526474397,1.1854095712673944,0.025391631838643985,2.231130326646134,0.18123952551728573,2.4007783883206026,0.0025076674737691696,2.0285346552719683,1.8648448645410518,1.510149413659003,5.561688701142867,3.9113399594290246,49.84370943789169,6.548514809571957,69.29344596448749,5.073200158228828,0.021386646630035908,1.2963323745702462,0.016519467888229056,0.907302586968098,0.0009556421012991978,0.9893385276416641,9.951440782645943,2.3217130601346874,7.146106914243859,1.8568140352975724,1.2867347344026552,0.8757583877748326
1,Absetzen,David,big,table,False,time_s,1,7.521,8.521,0.656829268292683,0.13288430736308576,-0.4591463414634146,0.13161474840917425,0.5889024390243903,0.12309035049220987,-18.74451219512195,26.631893366305025,9.25317073170732,32.324643769491246,-4.989024390243897,22.800473818876192,1.0160706382432798,0.08233168819101014,0.7879720807236764,1.2875558240324962,0.4995837433088198,1.039178048780488,42.55185358233012,30.417264383267568,2.533633754116802,104.08453583506054,101.55090208094373,2735.870215853658,0.08134453790917963,0.07421223885751248,0.010000000000000009,0.439089968002003,0.429089968002003,0.012124390243902442,9.45164708264312,9.328548320431599,1.3556179402766837,61.20147547240998,59.845857532133294,176.35544634146345,82,-0.5144000000000001,0.09940140844072583,-0.3465333333333333,0.1453500907770232,0.8196000000000002,0.09388560415029919,0.491333333333336,18.497546888408984,5.1831999999999985,17.504556142901766,-16.693733333333334,19.113267976170086,1.043381036605309,0.0872621287793168,0.8653900854527974,1.2400403219250575,0.37465023647226015,1.0962586666666665,31.09672653443732,18.779431341472733,4.457230081564109,85.20260148610487,80.74537140454076,1319.673442666667,0.06697762792394803,0.04652595001015936,0.010000000000000009,0.2844292530665578,0.2744292530665578,0.006650666666666667,6.363636098596021,3.9988466176276765,1.537725593205758,25.270387808658576,23.73266221545282,56.48663866666667,75,0.027310398362029087,0.9738250951687698,0.0049304405883066615,0.9434984958449262,0.12493350683655968,1.333467040297312,0.057080617886178464,0.9479314320883119,11.455127047892798,1.3683708326610753,11.637833041794835,1.6197116850111422,20.805530676402967,1.2576684002220748,1416.196773186991,2.073141829938781,0.014366909985231602,1.2145030992593808,0.027686288847353115,1.595071938267475,0.1546607149354452,1.5635722563963061,0.0054737235772357755,1.8230335436350589,3.0880109840470995,1.4852588888989322,5.329701702803923,2.332809734931261,36.113195316680475,2.521666426897728,119.86880767479678,3.122073653187838,0.033482898922359935,1.336845303409165,0.013735342367848957,0.9055016532846784,0.029204746341910684,1.3110673387593073,8.134346477896042,1.4397527156183867,14.82008762658948,1.846641725945876,3.6872058427061063,1.1929134173240443
